alcohol,volatile acidity,sulphates,citric acid,density,chlorides,total sulfur dioxide,residual sugar_log,total sulfur dioxide_log,chlorides_log,FA_to_VA_ratio,citric_over_total_acid,alcohol_acid_interaction,alcohol_density_ratio,sulphate_citric_interaction,total_acidity,ph_acidity_balance
0.49499009752028483,-0.9052403889976488,-0.483831200069617,1.9042694395102466,0.7906126968282232,-0.06301174897587054,-1.237746823224094,2.1926983528415853,-2.1413893829123283,0.018204690090175477,0.619638014328005,2.1496704330207885,0.7694961019175558,0.474627175083978,1.2732802135770076,0.30353518526728535,0.32335161262754575
-1.0311773532200665,1.2151116641907633,-1.4396752360080052,-0.015184573236127069,-0.02946341872309724,1.551912006223341,1.3549411092262422,1.857652616998426,1.2166844213942776,1.3651934363931721,-0.8853128648799482,0.12068643530530981,-1.050541574994322,-1.021423364813416,-0.4185614646307686,-0.1948487566966619,-0.31434872345555803
0.6745392093720903,2.4984826437521708,-1.3661487717050522,-1.3284952135362775,-0.9728189503376601,-1.301119961295266,-0.43753449839374337,-0.5056239459849432,-0.16620156306065492,-1.4155860298450704,-1.3304345739128574,-1.4108534746605623,-1.1525647613038421,0.6849940108314805,-1.1926369721943266,-0.986725464483822,-0.7140904806557514
-0.4925300176646485,1.4941053553997652,-1.2190958430991465,-0.8233757364977582,0.6458933823191737,0.1523114183840245,-0.5015514843801714,0.008973114074814192,-0.25334601919608757,0.22457627768523045,-0.829258322838488,-0.8935542376847155,-1.0531670730607778,-0.49922689037974516,-0.8734715362271454,0.242621592360581,0.4977908919792429
0.13589187381667228,0.6013255435309599,0.9866980859894428,-1.1264474227208698,-0.9299391534461052,-0.8166428347355025,-0.9496703862851679,-0.6944835027715891,-1.0907390517261841,-0.7954858061429515,-0.9887238878679521,-1.102507718278049,-0.6133785125858436,0.14998440836003699,-0.9648508519189938,-1.3189814257931198,-1.250422611283967
-0.8516282413682611,0.8245204964981614,-0.7044105929784753,-0.8233757364977582,1.1711708942409134,0.6367885449437877,-0.08544107546838904,0.7332513931415869,0.23478619443422663,0.655094530124418,-0.5239722981181796,-0.9163269131528817,-0.8855919172096798,-0.8625901000075389,-0.8224845267469109,0.4530503678564692,0.5777671027611808
-0.31298090581284305,2.6937782275984725,-0.5573576643725701,0.7930065900255038,0.9138921128914655,-0.27833491633576557,1.3229326162330282,0.8624560228255684,1.2009344537882027,-0.19875458389339754,-0.8648216753146959,0.3745370020386267,-1.307773031577896,-0.32617244754626185,0.39987936287013587,1.6464030288923652,1.4459238949442177
1.3927356567793154,-1.0726366037230495,-0.6308841286755222,-0.015184573236127069,-1.5302563099281106,-0.7628120428955287,-0.08544107546838904,0.7332513931415869,0.23478619443422663,-0.7318789157253885,0.14117336256446505,0.49737400480541644,1.3538901127206195,1.4085095630521358,-0.2218972852070074,-1.0864022528766113,-1.3948334999738223
0.9438628771498001,2.6937782275984725,-0.1897253428578049,-0.166720416347683,-1.7660951928317512,-1.6779355041750819,1.5790005601787405,-1.327228264915729,1.3222158970086915,-1.9698065575466834,-1.5046823097301745,0.5187383252639236,-1.1629119399041683,0.9673749460905202,-0.23778934010993785,-1.5598669977423603,-1.3497461400387192
-0.6720791295164555,1.717300308366966,-0.7044105929784753,-1.3790071612401296,-0.6941002705424646,-0.8704736265754762,-0.43753449839374337,-1.8188847266284278,-0.16620156306065492,-0.8600638315673477,-0.8748197442720846,-1.4796510504514002,-1.140062076157823,-0.6551447676611644,-1.2230967440916094,0.25923439042604557,0.2712944423350479
1.482510212705218,0.3781305905637585,-0.9985164501902873,-0.8738876842016101,-1.9483343296208742,-1.7855970878550296,-0.6615939493462416,-1.327228264915729,-0.4985125090939473,-2.1424745524459463,-0.8582525075470571,-0.7537867780333569,-0.23485390124039987,1.5061158646775148,-0.8853905774043428,-1.1473158457833161,-0.9914899278566027
-0.8516282413682611,-0.12405805361244422,-0.04267241425189885,-0.166720416347683,0.5065340424215461,-0.1168425408158443,1.2589156302466002,-0.5056239459849432,1.1688903459289788,-0.035000772490918576,-0.21129636887817185,-0.09959218555378985,-0.3965094033330602,-0.8521182783144368,-0.2060052303040775,-0.06748397152809742,0.012043366428829144
-0.40275546173874577,-1.1842340802066502,0.9866980859894428,0.8435185377293558,0.9674918590059834,-0.9781352102554238,-0.30950052642088727,-1.327228264915729,-0.006729859586135866,-0.9922551682664423,1.8381526516055446,0.5021151835997112,0.9291597496873814,-0.41578891307980587,1.0494671070274073,1.3778294601673495,1.4707187092349123
-1.120951909145971,-1.1842340802066502,-0.7044105929784753,-0.11620846864383104,-0.5333010321990299,1.1750964633435246,0.10660988249089513,-0.8935565310828318,0.41296767282075564,1.087079672990542,-0.19140095539051277,0.7886747186692805,0.6665995828487505,-1.1025879839403276,-0.31261443194456734,-1.8284405664673762,-2.0555973912438543
-1.120951909145971,0.04333816111295689,0.6925922287776306,-0.06569652093997905,0.7530928745480904,0.36763458574391883,0.04259289650446707,-0.5056239459849432,0.35606763765471655,0.42134563980872136,-0.4007972106565061,0.0817404810876016,-0.5635411430049715,-1.1222695940721314,0.05091632395996072,-0.26129994895852104,-0.10078696826477311
